"version","generator","osm3s__timestamp_osm_base","osm3s__timestamp_areas_base","osm3s__copyright","elements__type","elements__id","elements__center__lat","elements__center__lon","elements__lat","elements__lon","elements__tags__access","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:full","elements__tags__addr:housename","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:state","elements__tags__addr:street","elements__tags__alt_name","elements__tags__addr:unit","elements__tags__amenity","elements__tags__denomination","elements__tags__electricity","elements__tags__area","elements__tags__description","elements__tags__contact:website","elements__tags__boundary","elements__tags__contact:phone","elements__tags__contact:phone:tollfree","elements__tags__building","elements__tags__building:colour","elements__tags__ele","elements__tags__ele:note","elements__tags__check_date","elements__tags__check_date:currency:XBT","elements__tags__contact:facebook","elements__tags__contact:instagram","elements__tags__currency:XBT","elements__tags__email","elements__tags__beds","elements__tags__building:levels","elements__tags__capacity","elements__tags__designation","elements__tags__capacity:beds","elements__tags__emergency","elements__tags__full_name","elements__tags__facebook","elements__tags__fax","elements__tags__gnis:feature_id","elements__tags__health_amenity:type","elements__tags__healthcare","elements__tags__leisure","elements__tags__helipad","elements__tags__heritage","elements__tags__heritage:operator","elements__tags__healthcare:for","elements__tags__layer","elements__tags__healthcare:speciality","elements__tags__image","elements__tags__landing_zone","elements__tags__name","elements__tags__name:en","elements__tags__nrhp:criteria","elements__tags__nrhp:inscription_date","elements__tags__nrhp:nhl","elements__tags__name_1","elements__tags__official_name","elements__tags__note","elements__tags__opening_date","elements__tags__opening_hours","elements__tags__operational_status","elements__tags__payment:cash","elements__tags__payment:cheque","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__payment:lightning","elements__tags__payment:lightning:operator","elements__tags__payment:lightning_contactless","elements__tags__payment:onchain","elements__tags__url","elements__tags__old_name","elements__tags__operator","elements__tags__operator:phone","elements__tags__roof:colour","elements__tags__roof:material","elements__tags__roof:shape","elements__tags__start_date","elements__tags__operator:short","elements__tags__operator:wikidata","elements__tags__operator:wikipedia","elements__tags__operator:type","elements__tags__school","elements__tags__phone","elements__tags__religion","elements__tags__tag","elements__tags__phone:tollfree","elements__tags__urgent_care","elements__tags__protection_title","elements__tags__ref:nrhp","elements__tags__specialty","elements__tags__was:amenity","elements__tags__toilets:wheelchair","elements__tags__source","elements__tags__type","elements__tags__short_name","elements__tags__ref","elements__tags__website","elements__tags__wheelchair","elements__tags__wikidata","elements__tags__wikipedia"
"","","","","","way","499516956","47.5284651","-114.1062628","","","","Ronan","","","","107","59864","MT","6th Avenue Southwest","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1796996","","hospital","","","","","","","","","","Saint Luke Community Hospital","","","","","","","","","24/7","","","","","","","","","","","","Saint Luke Community Healthcare","","","","","","","","","","","+1 406 676 4441","","","","","","","","","","","","","","https://www.stlukehealthcare.org/","","",""
"","","","","","way","499535804","47.6823959","-114.1630422","","","","Polson","","","","6","59860","MT","13th Avenue East","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1796991","","hospital","","","","","","","","","","Providence Saint Joseph Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Providence Health & Services","","","","","","","Q7252430","en:Providence Health & Services","","","+1 406 883 5680","","","","","","","","","","","","","","https://montana.providence.org/hospitals/st-joseph/","","",""
"","","","","","way","499714660","45.7932064","-108.517755","","","","Billings","","","","1233","59101","MT","North 30th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","777143","","hospital","","","","","","","","","","Saint Vincent Healthcare","","","","","","","","","24/7","","","","","","","","","","","","SCL Health","","","","","","","","","","","+1 406 237 7000","","","","","","","","","","","","","","https://www.sclhealth.org/locations/st-vincent-healthcare/","","",""
"","","","","","way","499739264","45.6751396","-110.5261414","","","","Livingston","","","","320","59047","MT","Alpenglow Lane","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","Livingston HealthCare","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 222 3541","","","","","","","","","","","","","","https://www.livingstonhealthcare.org/","","",""
"","","","","","way","499756184","45.2013876","-112.6472792","","","","Dillon","","","","600","59725","MT","State Highway 91 South","","","hospital","","","","","","","","","","","","","","","","","","","18","","","","","yes","","","","","","hospital","","","","","","","","","","Barrett Hospital & Healthcare","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 683 3000","","","","","","","","","","","","","","https://www.barretthospital.org/","","",""
"","","","","","way","499759519","48.7879542","-105.4182803","","","","Scobey","","","","105","59263","MT","5th Avenue East","","","hospital","","","","","","","","","","","","","","","","","","","24","","","","","yes","","","","1637541","","hospital","","","","","","","","","","Daniels Memorial Healthcare Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 487 2296","","","","","","","","","","","","","","https://www.danielsmemorialhealthcare.org/","","",""
"","","","","","way","499875380","48.7790085","-104.5631867","","","","Plentywood","","","","440","59254","MT","West Laurel Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1677416","","hospital","","","","","","","","","","Sheridan Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 765 3700","","","","","","","","","","","","","","https://www.sheridanmemorial.net/","","",""
"","","","","","way","499887767","48.1892901","-106.6348618","","","","Glasgow","","","","621","59230","MT","3rd Street South","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","770501","","hospital","","","","","","","","","","Frances Mahon Deaconess Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 228 3500","","","","","","","","","","","","","","https://www.fmdh.org/","","",""
"","","","","","way","499908346","48.1014426","-105.6418477","","","","Wolf Point","","","","315","59201","MT","Knapp Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1669222","","hospital","","","","","","","","","","Trinity Hospital","","","","","","","","","24/7","","","","","","","","","","","","Northeast Montana Health Services","","","","","","","","","","","+1 406 653 6500","","","","","","","","","","","","","","https://www.nemhs.net/","","",""
"","","","","","way","499919714","48.1514622","-104.5146435","","","","Culbertson","","","","818","59218","MT","2nd Avenue East","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1669225","","hospital","","","","","","","","","","Roosevelt Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 787 6401","","","","","","","","","","","","","","http://www.rooseveltmedical.org/","","",""
"","","","","","way","499930337","47.4186648","-105.5807904","","","","Circle","","","","605","59215","MT","Sullivan Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","McCone County Health Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 485 3381","","","","","","","","","","","","","","https://www.mcconehealth.org/","","",""
"","","","","","way","499967131","46.3656014","-104.2806671","","","","Baker","","","","202","59313","MT","South 4th Street West","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1688756","","hospital","","","","","","","","","","Fallon Medical Complex","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 778 3331","","","","","","","","","","","","","","http://www.fallonmedical.org/","","",""
"","","","","","way","499969316","45.8883376","-104.549784","","","","Ekalaka","","","","215","59324","MT","Sandy Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Dahl Memorial Healthcare","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 775 8739","","","","","","","","","","","","","","http://www.dahlmemorial.com/cah.html","","",""
"","","","","","way","499980759","46.3951615","-105.8284947","","","","Miles City","","","","2600","59301-5094","MT","Wilson Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1716934","","hospital","","","","","","","","","","Holy Rosary Health Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-406-233-2600","","","","","","","","","","","","","","https://intermountainhealthcare.org/locations/intermountain-health-holy-rosary-hospital","","","en:Holy Rosary Hospital"
"","","","","","way","499989056","46.2716188","-106.6701438","","","","Forsyth","","","","383","59327","MT","North 17th Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1716670","","hospital","","","","","","","","","","Rosebud Health Care Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 346 2161","","","","","","","","","","","","","","https://www.rosebudhcc.org/","","",""
"","","","","","way","500122990","45.5821296","-107.4489605","","","","Crow Agency","","","","237","59022","MT","Hospital Loop","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1716382","","hospital","","","","","","","","","","Crow/Northern Cheyenne Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 638 3500","","","","","","","","","","","","","","https://www.ihs.gov/billings/healthcarefacilities/crow/","","",""
"","","","","","way","500129978","45.7286007","-107.6162379","","","","Hardin","","","","17","59034","MT","North Miles Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1716366","","hospital","","","","","","","","","","Big Horn County Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 665 2310","","","","","","","","","","","","","","https://www.bighornhospital.org/","","",""
"","","","","","way","500155520","48.3572212","-107.8592979","","","","Malta","","","","311","59538","MT","South 8th Avenue East","","","hospital","","","","","","","","","","","","","","","","","","","6","","","","","yes","","","","1721821","","hospital","","","","","","","","","","Phillips County Hospital and Family Health Clinic","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 654 1100","","","","","","","","","","","","","","https://pchospital.us/","","",""
"","","","","","way","500182335","48.5380437","-109.6857852","","","","Havre","","","","30","59501","MT","13th Street West","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1744138","","hospital","","","","","","","","","","Northern Montana Health Care","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 265 2211","","","","","","","","","","","","","","https://www.nmhcare.org/","","",""
"","","","","","way","500271096","47.0588368","-109.4442042","","","","Lewistown","","","","408","59457","MT","Wendell Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1722496","","hospital","","","","","","","","","","Central Montana Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 535 7711","","","","","","","","","","","","","","http://www.cmmccares.org/","","",""
"","","","","","way","500281266","46.4373729","-109.8407716","","","","Harlowton","","","","530","59036","MT","3rd Street Northwest","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1725838","","hospital","","","","","","","","","","Wheatland Memorial Healthcare","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 632 4351","","","","","","","","","","","","","","https://www.wheatlandmemorial.org/","","",""
"","","","","","way","500288379","45.8280909","-109.9519404","","","","Big Timber","","","","301","59011","MT","West 7th Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1743441","","hospital","","","","","","","","","","Pioneer Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 932 4603","","","","","","","","","","","","PMC","","https://pmcmt.org/","","",""
"","","","","","way","500295698","45.6428821","-109.2419345","","","","Columbus","","","","711","59019","MT","11th Street North","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Stillwater Billings Clinic","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 322 1000","","","","","","","","","","","","","","https://stillwaterbillingsclinic.com/","","",""
"","","","","","way","500298325","45.2127836","-109.2436476","","","","Red Lodge","","","","2525","59068","MT","North Broadway Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Beartooth Billings Clinic","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 446 2345","","","","","","","","","","","","","","https://www.beartoothbillingsclinic.org/","","",""
